"Flightid";"Routecode";"Origin";"Destination";"Flightdate";"Flightdurationmins";"Aircrafttype";"Seatsavailable";"Seatssold";"Revenue";"Operationalcost"
7910;"IXB-CCU";"IXB";"CCU";"2023-06-03";65;"Airbus A321";220;196;1997436.0;1592550.73
7911;"LKO-BOM";"LKO";"BOM";"2022-02-22";126;"Airbus A320";180;126;1314810.0;777706.52
7912;"TRV-MAA";"TRV";"MAA";"2023-07-30";131;"Airbus A320";180;121;823526.0;716437.77
7913;"AMD-BOM";"AMD";"BOM";"2023-05-30";228;"Airbus A320";180;171;634581.0;458800.7
7914;"PNQ-HYD";"PNQ";"HYD";"2025-03-24";235;"ATR 72";78;59;427868.0;370166.11
7915;"MAA-BOM";"MAA";"BOM";"2025-06-17";52;"Boeing 787-8";256;140;864360.0;764207.15
7916;"BLR-HYD";"BLR";"HYD";"2026-04-28";162;"Airbus A321";220;220;1146200.0;801593.94
7917;"AMD-BOM";"AMD";"BOM";"2023-02-17";140;"Airbus A321";220;174;1424016.0;1049462.67
7918;"IXB-CCU";"IXB";"CCU";"2025-12-28";78;"ATR 72";78;42;485310.0;328760.64
7919;"GOI-DEL";"GOI";"DEL";"2026-04-21";107;"Boeing 787-8";256;168;1022784.0;708319.8
7920;"BOM-DEL";"BOM";"DEL";"2022-01-22";161;"Airbus A320";180;157;423743.0;329906.11
7921;"CCU-DEL";"CCU";"DEL";"2022-04-07";108;"Airbus A320";180;101;531361.0;323602.45
7922;"PNQ-HYD";"PNQ";"HYD";"2023-09-14";123;"Airbus A320";180;163;1107911.0;694777.46
7923;"JAI-DEL";"JAI";"DEL";"2026-07-16";152;"ATR 72";78;60;548100.0;329648.33
7924;"MAA-BOM";"MAA";"BOM";"2024-12-19";58;"Boeing 737-800";189;181;1011247.0;693989.19
7925;"AMD-BOM";"AMD";"BOM";"2025-04-15";63;"Airbus A320neo";186;180;757980.0;619068.52
7926;"DEL-BLR";"DEL";"BLR";"2024-06-22";124;"Airbus A320neo";186;175;477750.0;286267.71
7927;"MAA-BOM";"MAA";"BOM";"2023-03-01";167;"ATR 72";78;66;250404.0;217932.77
7928;"TRV-MAA";"TRV";"MAA";"2026-08-18";206;"Airbus A320neo";186;120;642600.0;469966.82
7929;"CCU-DEL";"CCU";"DEL";"2022-12-12";166;"Airbus A320";180;153;1707786.0;1526492.81
7930;"DEL-BLR";"DEL";"BLR";"2025-08-10";131;"Airbus A321";220;182;1864590.0;1240417.31
7931;"BLR-HYD";"BLR";"HYD";"2024-08-26";224;"Airbus A320neo";186;165;1143450.0;870124.25
7932;"CCU-DEL";"CCU";"DEL";"2022-09-24";235;"Airbus A320neo";186;110;809930.0;563707.37
7933;"BOM-DEL";"BOM";"DEL";"2026-06-16";237;"ATR 72";78;75;755775.0;555271.25
7934;"TRV-MAA";"TRV";"MAA";"2026-08-09";223;"ATR 72";78;57;616968.0;544159.35
7935;"GOI-DEL";"GOI";"DEL";"2026-09-23";171;"Boeing 787-8";256;252;828324.0;547130.15
7936;"TRV-MAA";"TRV";"MAA";"2023-08-12";234;"ATR 72";78;47;286888.0;213898.33
7937;"IXC-DEL";"IXC";"DEL";"2022-02-15";95;"Airbus A321";220;122;1239276.0;818308.24
7938;"DEL-BLR";"DEL";"BLR";"2023-04-03";169;"Boeing 737-800";189;115;1114350.0;662033.23
7939;"GOI-DEL";"GOI";"DEL";"2026-08-13";157;"Airbus A321";220;195;1669980.0;1228310.61
7940;"MAA-BOM";"MAA";"BOM";"2023-08-17";177;"Boeing 787-8";256;156;615732.0;415843.24
7941;"LKO-BOM";"LKO";"BOM";"2023-10-13";126;"Boeing 737-800";189;127;708533.0;412419.95
7942;"MAA-BOM";"MAA";"BOM";"2022-04-12";97;"Boeing 737 MAX 8";186;134;1357152.0;1131677.82
7943;"LKO-BOM";"LKO";"BOM";"2026-01-28";160;"Boeing 737 MAX 8";186;176;811712.0;459431.78
7944;"BOM-DEL";"BOM";"DEL";"2024-04-05";114;"Airbus A320neo";186;175;688625.0;421567.65
7945;"MAA-BOM";"MAA";"BOM";"2023-03-07";138;"Airbus A320";180;156;1104480.0;680966.03
7946;"TRV-MAA";"TRV";"MAA";"2022-01-13";125;"ATR 72";78;43;111026.0;78378.95
7947;"GOI-DEL";"GOI";"DEL";"2024-01-17";132;"Boeing 787-8";256;249;1718598.0;978968.1
7948;"LKO-BOM";"LKO";"BOM";"2025-09-14";130;"Airbus A321";220;177;688176.0;578752.59
7949;"JAI-DEL";"JAI";"DEL";"2025-05-10";126;"Boeing 787-8";256;185;1778220.0;1250404.33
7950;"COK-BLR";"COK";"BLR";"2025-02-13";176;"Boeing 787-8";256;144;1248048.0;769622.85
7951;"BOM-DEL";"BOM";"DEL";"2022-12-15";238;"Airbus A320neo";186;143;1509222.0;957233.69
7952;"AMD-BOM";"AMD";"BOM";"2023-10-25";204;"Boeing 787-8";256;163;1619079.0;1046208.48
7953;"BLR-HYD";"BLR";"HYD";"2026-07-24";99;"Airbus A320";180;143;788073.0;469621.57
7954;"AMD-BOM";"AMD";"BOM";"2026-09-20";212;"ATR 72";78;51;551514.0;395198.05
7955;"JAI-DEL";"JAI";"DEL";"2023-08-21";195;"ATR 72";78;44;491040.0;361055.74
7956;"LKO-BOM";"LKO";"BOM";"2024-07-17";67;"Airbus A320";180;146;896002.0;720788.49
7957;"DEL-BLR";"DEL";"BLR";"2025-12-26";175;"Airbus A321";220;215;1368045.0;1139482.67
7958;"DEL-BLR";"DEL";"BLR";"2023-05-29";223;"Airbus A321";220;197;1271044.0;812591.29
7959;"CCU-DEL";"CCU";"DEL";"2022-09-06";216;"Airbus A320neo";186;152;749968.0;605065.85
7960;"JAI-DEL";"JAI";"DEL";"2022-01-26";55;"Boeing 787-8";256;221;2373098.0;1431297.43
7961;"COK-BLR";"COK";"BLR";"2023-10-14";99;"Airbus A320neo";186;186;1464750.0;849756.29
7962;"NAG-BOM";"NAG";"BOM";"2024-07-31";206;"Airbus A320";180;112;521136.0;445461.29
7963;"PNQ-HYD";"PNQ";"HYD";"2026-06-05";194;"ATR 72";78;48;415152.0;360403.76
7964;"CCU-DEL";"CCU";"DEL";"2022-02-26";179;"Boeing 737 MAX 8";186;130;922610.0;684485.39
7965;"IXB-CCU";"IXB";"CCU";"2026-08-29";146;"Boeing 737-800";189;151;980443.0;542934.5
7966;"TRV-MAA";"TRV";"MAA";"2025-02-25";124;"Airbus A320neo";186;143;754468.0;648560.85
7967;"JAI-DEL";"JAI";"DEL";"2023-08-26";82;"Airbus A321";220;208;900432.0;524143.84
7968;"JAI-DEL";"JAI";"DEL";"2022-07-21";163;"Airbus A320";180;152;509504.0;348601.03
7969;"COK-BLR";"COK";"BLR";"2024-01-22";110;"Boeing 737 MAX 8";186;139;1340516.0;905668.64
7970;"NAG-BOM";"NAG";"BOM";"2025-11-10";101;"Airbus A320neo";186;177;1244841.0;856272.78
7971;"GOI-DEL";"GOI";"DEL";"2022-03-27";147;"Airbus A321";220;194;1540360.0;1081343.67
7972;"NAG-BOM";"NAG";"BOM";"2026-06-06";218;"Airbus A320neo";186;146;1045068.0;858076.95
7973;"TRV-MAA";"TRV";"MAA";"2026-05-21";157;"Airbus A321";220;202;1280276.0;1066697.19
7974;"CCU-DEL";"CCU";"DEL";"2026-12-21";146;"Boeing 737-800";189;112;783216.0;528687.16
7975;"LKO-BOM";"LKO";"BOM";"2026-11-14";129;"Airbus A320";180;128;668544.0;431221.07
7976;"JAI-DEL";"JAI";"DEL";"2024-11-24";83;"Airbus A320neo";186;112;1009232.0;833538.94
7977;"GOI-DEL";"GOI";"DEL";"2022-11-05";181;"Boeing 737 MAX 8";186;176;787952.0;696933.76
7978;"BLR-HYD";"BLR";"HYD";"2025-10-13";56;"Airbus A320";180;147;1420020.0;1151507.16
7979;"DEL-BLR";"DEL";"BLR";"2023-04-07";63;"Boeing 787-8";256;238;1743588.0;1187421.19
7980;"AMD-BOM";"AMD";"BOM";"2026-03-14";167;"ATR 72";78;78;236496.0;142576.57
7981;"CCU-DEL";"CCU";"DEL";"2023-02-21";126;"Boeing 737 MAX 8";186;166;1680252.0;1081195.9
7982;"IXB-CCU";"IXB";"CCU";"2024-11-17";80;"ATR 72";78;64;332032.0;231146.91
7983;"IXB-CCU";"IXB";"CCU";"2026-11-18";189;"ATR 72";78;65;640770.0;386915.48
7984;"PNQ-HYD";"PNQ";"HYD";"2026-09-07";232;"Airbus A320";180;100;989400.0;649723.51
7985;"BOM-DEL";"BOM";"DEL";"2022-04-20";203;"Airbus A321";220;192;1360512.0;828979.48
7986;"TRV-MAA";"TRV";"MAA";"2026-03-13";226;"ATR 72";78;66;423192.0;277658.72
7987;"TRV-MAA";"TRV";"MAA";"2023-05-23";230;"Boeing 737 MAX 8";186;185;1472785.0;1247455.2
7988;"DEL-BLR";"DEL";"BLR";"2022-04-26";187;"ATR 72";78;44;363836.0;295470.66
7989;"COK-BLR";"COK";"BLR";"2023-07-19";171;"ATR 72";78;43;357760.0;243862.9
7990;"TRV-MAA";"TRV";"MAA";"2023-10-10";219;"Boeing 787-8";256;202;2109890.0;1603959.65
7991;"BLR-HYD";"BLR";"HYD";"2024-10-22";213;"Boeing 737 MAX 8";186;120;926400.0;801483.67
7992;"COK-BLR";"COK";"BLR";"2026-05-09";228;"Airbus A321";220;169;1953978.0;1341932.03
7993;"IXC-DEL";"IXC";"DEL";"2025-06-28";110;"ATR 72";78;54;392256.0;283611.85
7994;"PNQ-HYD";"PNQ";"HYD";"2023-02-22";224;"Airbus A320";180;116;1334000.0;1004401.84
7995;"BOM-DEL";"BOM";"DEL";"2023-12-02";189;"Boeing 737 MAX 8";186;109;342478.0;189211.85
7996;"NAG-BOM";"NAG";"BOM";"2023-04-29";110;"ATR 72";78;50;287350.0;202317.03
7997;"AMD-BOM";"AMD";"BOM";"2026-07-09";197;"Airbus A320neo";186;159;1647717.0;1087624.8
7998;"IXC-DEL";"IXC";"DEL";"2024-08-21";78;"Boeing 737-800";189;173;796492.0;525464.66
7999;"LKO-BOM";"LKO";"BOM";"2025-02-19";233;"Airbus A320neo";186;134;634088.0;391047.75
8000;"NAG-BOM";"NAG";"BOM";"2023-08-10";62;"Airbus A320neo";186;158;1074242.0;906017.98
8001;"TRV-MAA";"TRV";"MAA";"2024-01-29";82;"ATR 72";78;78;674778.0;431021.94
8002;"MAA-BOM";"MAA";"BOM";"2022-04-21";152;"ATR 72";78;43;285391.0;219901.83
8003;"COK-BLR";"COK";"BLR";"2025-11-09";94;"Airbus A320";180;101;1208263.0;955647.27
8004;"TRV-MAA";"TRV";"MAA";"2022-03-27";127;"Boeing 787-8";256;185;742035.0;618950.24
8005;"JAI-DEL";"JAI";"DEL";"2023-07-17";60;"Boeing 737 MAX 8";186;141;1616988.0;1202520.46
8006;"AMD-BOM";"AMD";"BOM";"2022-10-30";218;"Airbus A320neo";186;147;1531887.0;933046.76
8007;"GOI-DEL";"GOI";"DEL";"2026-06-06";139;"Airbus A320neo";186;174;1435326.0;1017874.98
8008;"DEL-BLR";"DEL";"BLR";"2023-01-19";92;"Airbus A321";220;146;788254.0;435735.72
8009;"MAA-BOM";"MAA";"BOM";"2025-04-29";104;"Airbus A320neo";186;183;2017392.0;1172584.26
8010;"CCU-DEL";"CCU";"DEL";"2026-02-12";180;"Airbus A321";220;203;1946770.0;1406394.03
8011;"GOI-DEL";"GOI";"DEL";"2022-04-15";165;"Boeing 737 MAX 8";186;185;1044325.0;845112.96
8012;"COK-BLR";"COK";"BLR";"2025-11-19";199;"Boeing 737-800";189;105;355425.0;278247.87
8013;"DEL-BLR";"DEL";"BLR";"2026-12-27";127;"Boeing 787-8";256;217;2282406.0;1952986.46
8014;"MAA-BOM";"MAA";"BOM";"2023-12-31";133;"Boeing 737 MAX 8";186;168;1109472.0;864091.56
8015;"PNQ-HYD";"PNQ";"HYD";"2023-03-03";234;"Airbus A320";180;134;351884.0;203135.21
8016;"AMD-BOM";"AMD";"BOM";"2024-04-09";206;"Airbus A320neo";186;164;575968.0;501418.33
8017;"BOM-DEL";"BOM";"DEL";"2023-08-29";238;"Airbus A321";220;179;1187844.0;708605.96
8018;"PNQ-HYD";"PNQ";"HYD";"2025-05-25";221;"Boeing 787-8";256;217;879067.0;619583.04
8019;"BLR-HYD";"BLR";"HYD";"2023-09-07";166;"Boeing 737-800";189;176;1967680.0;1301570.98
8020;"GOI-DEL";"GOI";"DEL";"2025-02-15";62;"Boeing 737-800";189;179;1430031.0;1277897.05
8021;"IXB-CCU";"IXB";"CCU";"2025-06-15";195;"Boeing 737 MAX 8";186;113;1337468.0;743410.98
8022;"JAI-DEL";"JAI";"DEL";"2024-11-27";207;"ATR 72";78;77;232386.0;174711.76
8023;"LKO-BOM";"LKO";"BOM";"2022-09-20";105;"Airbus A320neo";186;182;1124760.0;732999.38
8024;"TRV-MAA";"TRV";"MAA";"2025-04-07";150;"ATR 72";78;61;530944.0;319248.91
8025;"LKO-BOM";"LKO";"BOM";"2023-12-01";100;"Airbus A320neo";186;176;1035056.0;844960.57
8026;"IXB-CCU";"IXB";"CCU";"2026-04-28";201;"Airbus A321";220;190;828400.0;597185.41
8027;"CCU-DEL";"CCU";"DEL";"2025-05-25";123;"Airbus A320";180;143;694551.0;529201.17
8028;"IXB-CCU";"IXB";"CCU";"2026-02-25";128;"ATR 72";78;71;472363.0;300611.84
8029;"PNQ-HYD";"PNQ";"HYD";"2025-04-20";195;"Boeing 787-8";256;232;1688264.0;1079980.05
8030;"GOI-DEL";"GOI";"DEL";"2025-02-07";231;"Boeing 737 MAX 8";186;112;1181040.0;724906.48
8031;"BOM-DEL";"BOM";"DEL";"2023-07-27";209;"Boeing 787-8";256;206;883946.0;513365.58
8032;"AMD-BOM";"AMD";"BOM";"2023-03-22";121;"Airbus A320neo";186;102;412182.0;295110.39
8033;"BLR-HYD";"BLR";"HYD";"2023-08-08";90;"Boeing 737 MAX 8";186;186;1463076.0;1083170.81
8034;"IXB-CCU";"IXB";"CCU";"2026-02-08";223;"ATR 72";78;72;592272.0;460507.4
8035;"CCU-DEL";"CCU";"DEL";"2023-01-31";131;"Boeing 737-800";189;166;1595924.0;1212780.33
8036;"IXC-DEL";"IXC";"DEL";"2024-01-30";182;"Boeing 737 MAX 8";186;179;682885.0;537848.53
8037;"NAG-BOM";"NAG";"BOM";"2022-04-18";154;"Airbus A320";180;171;2034900.0;1247716.23
8038;"BLR-HYD";"BLR";"HYD";"2022-08-18";225;"Boeing 787-8";256;213;1777059.0;1439642.02
8039;"AMD-BOM";"AMD";"BOM";"2023-04-14";53;"Boeing 787-8";256;150;1705950.0;1014021.58
8040;"TRV-MAA";"TRV";"MAA";"2025-02-07";65;"Airbus A320";180;108;1170396.0;805205.78
8041;"CCU-DEL";"CCU";"DEL";"2024-11-11";118;"Airbus A320neo";186;160;1176640.0;1022193.08
8042;"GOI-DEL";"GOI";"DEL";"2022-09-08";237;"Boeing 737 MAX 8";186;141;1215984.0;723825.93
8043;"BLR-HYD";"BLR";"HYD";"2024-05-01";186;"ATR 72";78;73;777669.0;480478.29
8044;"BLR-HYD";"BLR";"HYD";"2022-05-28";220;"Boeing 787-8";256;242;1050280.0;721577.27
8045;"MAA-BOM";"MAA";"BOM";"2026-10-13";157;"Airbus A320";180;160;1881760.0;1229846.08
8046;"NAG-BOM";"NAG";"BOM";"2026-11-14";179;"Boeing 787-8";256;207;523917.0;307505.42
8047;"DEL-BLR";"DEL";"BLR";"2023-05-27";181;"Boeing 737-800";189;126;794808.0;664788.98
8048;"LKO-BOM";"LKO";"BOM";"2023-07-25";225;"Boeing 737-800";189;121;1221495.0;986831.37
8049;"JAI-DEL";"JAI";"DEL";"2023-03-17";128;"Airbus A320";180;170;556750.0;457010.55
8050;"COK-BLR";"COK";"BLR";"2026-09-05";199;"Boeing 737 MAX 8";186;174;1852404.0;1436951.07
8051;"NAG-BOM";"NAG";"BOM";"2022-02-05";62;"Boeing 737 MAX 8";186;134;1119436.0;780508.78
8052;"IXC-DEL";"IXC";"DEL";"2024-08-19";119;"ATR 72";78;42;196182.0;166882.68
8053;"AMD-BOM";"AMD";"BOM";"2023-01-02";147;"Airbus A321";220;160;1601600.0;981588.04
8054;"DEL-BLR";"DEL";"BLR";"2022-04-28";201;"Airbus A320neo";186;184;834072.0;592373.75
8055;"BOM-DEL";"BOM";"DEL";"2026-04-06";159;"Airbus A321";220;182;2115204.0;1610836.11
8056;"COK-BLR";"COK";"BLR";"2022-09-10";143;"Airbus A320neo";186;112;864752.0;712683.78
8057;"PNQ-HYD";"PNQ";"HYD";"2022-09-07";203;"ATR 72";78;54;560736.0;407980.79
8058;"GOI-DEL";"GOI";"DEL";"2026-09-28";162;"Airbus A320neo";186;143;512655.0;357105.02
8059;"DEL-BLR";"DEL";"BLR";"2023-04-04";218;"Airbus A321";220;180;2011320.0;1131288.95
8060;"PNQ-HYD";"PNQ";"HYD";"2026-01-14";132;"Boeing 737 MAX 8";186;163;674657.0;479760.8
8061;"AMD-BOM";"AMD";"BOM";"2024-10-16";129;"Airbus A320neo";186;125;886875.0;541235.54
8062;"BOM-DEL";"BOM";"DEL";"2026-08-17";238;"Boeing 737-800";189;184;1072168.0;937701.84
8063;"NAG-BOM";"NAG";"BOM";"2026-09-14";123;"Boeing 787-8";256;219;685689.0;485383.85
8064;"BLR-HYD";"BLR";"HYD";"2022-03-28";55;"Airbus A321";220;183;1178886.0;909219.01
8065;"IXB-CCU";"IXB";"CCU";"2025-01-31";215;"ATR 72";78;75;273525.0;229353.5
8066;"JAI-DEL";"JAI";"DEL";"2024-04-16";126;"Boeing 787-8";256;183;1031937.0;571861.81
8067;"LKO-BOM";"LKO";"BOM";"2026-09-05";209;"Airbus A320";180;178;696158.0;604529.14
8068;"GOI-DEL";"GOI";"DEL";"2024-01-18";139;"Airbus A321";220;197;753131.0;608179.94
8069;"PNQ-HYD";"PNQ";"HYD";"2024-09-01";214;"Airbus A320neo";186;154;911834.0;677197.01
8070;"LKO-BOM";"LKO";"BOM";"2023-09-05";161;"Boeing 737 MAX 8";186;137;1247522.0;900141.21
8071;"IXB-CCU";"IXB";"CCU";"2022-09-08";199;"Airbus A321";220;149;1552878.0;1078288.28
8072;"LKO-BOM";"LKO";"BOM";"2023-08-20";171;"Boeing 737-800";189;154;529298.0;457328.09
8073;"MAA-BOM";"MAA";"BOM";"2022-08-03";196;"Airbus A321";220;139;1522328.0;903566.82
8074;"COK-BLR";"COK";"BLR";"2023-01-03";51;"Boeing 737-800";189;159;1620687.0;1107008.09
8075;"CCU-DEL";"CCU";"DEL";"2022-08-26";148;"Boeing 737 MAX 8";186;161;901761.0;778778.7
8076;"JAI-DEL";"JAI";"DEL";"2026-08-31";151;"Airbus A320neo";186;186;1587882.0;1033654.06
8077;"MAA-BOM";"MAA";"BOM";"2022-05-24";232;"Airbus A320neo";186;124;737304.0;563442.98
8078;"IXC-DEL";"IXC";"DEL";"2022-05-22";80;"Airbus A320";180;112;1184176.0;845253.45
8079;"GOI-DEL";"GOI";"DEL";"2023-03-15";129;"Boeing 737-800";189;158;1396720.0;1116588.78
8080;"IXB-CCU";"IXB";"CCU";"2023-06-23";175;"Airbus A320neo";186;148;1520848.0;1288364.82
8081;"TRV-MAA";"TRV";"MAA";"2024-05-23";175;"Boeing 787-8";256;252;2594088.0;2270859.19
8082;"MAA-BOM";"MAA";"BOM";"2022-04-26";230;"ATR 72";78;73;623274.0;533893.51
8083;"JAI-DEL";"JAI";"DEL";"2023-02-05";100;"Airbus A321";220;168;1646736.0;1348061.15
8084;"AMD-BOM";"AMD";"BOM";"2024-08-10";68;"Airbus A320neo";186;137;438263.0;388171.41
8085;"LKO-BOM";"LKO";"BOM";"2024-07-31";118;"Airbus A321";220;143;1513369.0;1284886.05
8086;"JAI-DEL";"JAI";"DEL";"2024-01-13";234;"Airbus A320";180;106;984210.0;760889.84
8087;"DEL-BLR";"DEL";"BLR";"2024-04-16";219;"ATR 72";78;70;760830.0;499562.66
8088;"CCU-DEL";"CCU";"DEL";"2022-06-24";125;"Airbus A320";180;114;685938.0;581088.73
8089;"COK-BLR";"COK";"BLR";"2025-11-25";122;"Boeing 737 MAX 8";186;118;842520.0;545726.06
8090;"IXB-CCU";"IXB";"CCU";"2026-08-18";155;"Airbus A321";220;185;893550.0;734085.44
8091;"TRV-MAA";"TRV";"MAA";"2024-08-26";118;"Boeing 737-800";189;168;1747200.0;1016135.23
8092;"MAA-BOM";"MAA";"BOM";"2024-04-13";56;"Airbus A321";220;201;921384.0;683189.43
8093;"JAI-DEL";"JAI";"DEL";"2023-07-26";240;"Boeing 787-8";256;196;1030372.0;861953.67
8094;"NAG-BOM";"NAG";"BOM";"2024-01-12";163;"Boeing 787-8";256;210;583170.0;335805.8
8095;"LKO-BOM";"LKO";"BOM";"2024-11-08";65;"Boeing 787-8";256;208;1187056.0;683761.55
8096;"JAI-DEL";"JAI";"DEL";"2022-11-06";56;"Boeing 737 MAX 8";186;173;1344037.0;926507.13
8097;"TRV-MAA";"TRV";"MAA";"2026-08-09";214;"Boeing 737-800";189;162;1542402.0;865448.11
8098;"GOI-DEL";"GOI";"DEL";"2024-11-25";234;"Boeing 737-800";189;138;926808.0;718177.98
8099;"PNQ-HYD";"PNQ";"HYD";"2022-02-10";212;"Airbus A321";220;219;2309793.0;1627644.31
8100;"IXB-CCU";"IXB";"CCU";"2026-04-02";61;"Airbus A321";220;196;751268.0;522333.75
8101;"BLR-HYD";"BLR";"HYD";"2024-12-14";200;"Airbus A321";220;205;618075.0;468157.1
8102;"TRV-MAA";"TRV";"MAA";"2023-10-24";141;"Boeing 787-8";256;157;513704.0;442520.1
8103;"DEL-BLR";"DEL";"BLR";"2025-07-27";130;"Boeing 787-8";256;174;718968.0;645432.94
8104;"IXB-CCU";"IXB";"CCU";"2025-04-25";143;"Boeing 737 MAX 8";186;141;1336398.0;822029.08
8105;"LKO-BOM";"LKO";"BOM";"2023-02-13";52;"Boeing 737-800";189;104;1162200.0;730610.79
8106;"GOI-DEL";"GOI";"DEL";"2024-06-14";187;"Boeing 787-8";256;256;1254400.0;817910.36
8107;"BOM-DEL";"BOM";"DEL";"2026-11-02";184;"Airbus A320";180;151;536503.0;472807.28
8108;"TRV-MAA";"TRV";"MAA";"2024-10-02";135;"Airbus A320";180;156;1862484.0;1145717.68
8109;"PNQ-HYD";"PNQ";"HYD";"2025-12-11";82;"Airbus A320";180;108;1213704.0;1003388.16
8110;"MAA-BOM";"MAA";"BOM";"2023-07-05";98;"Boeing 737-800";189;118;1042766.0;926035.59
8111;"BLR-HYD";"BLR";"HYD";"2025-06-09";175;"Airbus A321";220;158;1089252.0;906672.37
8112;"NAG-BOM";"NAG";"BOM";"2025-06-26";209;"Boeing 737-800";189;166;1111702.0;811870.01
8113;"PNQ-HYD";"PNQ";"HYD";"2026-12-05";97;"Boeing 737 MAX 8";186;165;1837605.0;1061966.08
8114;"PNQ-HYD";"PNQ";"HYD";"2024-11-27";65;"Airbus A321";220;150;483750.0;272971.55
8115;"BOM-DEL";"BOM";"DEL";"2026-10-01";62;"Boeing 737-800";189;132;732204.0;556803.32
8116;"DEL-BLR";"DEL";"BLR";"2023-01-29";161;"Airbus A320";180;141;1601901.0;1015442.87
8117;"IXC-DEL";"IXC";"DEL";"2022-09-27";82;"Airbus A320";180;167;1468765.0;1180174.24
8118;"BLR-HYD";"BLR";"HYD";"2022-12-27";100;"Airbus A320neo";186;146;386170.0;220683.39
8119;"MAA-BOM";"MAA";"BOM";"2022-07-20";134;"Boeing 737 MAX 8";186;135;1601640.0;1089507.51
8120;"PNQ-HYD";"PNQ";"HYD";"2023-07-06";234;"Airbus A321";220;190;721810.0;615425.22
8121;"IXC-DEL";"IXC";"DEL";"2026-06-24";158;"Boeing 737 MAX 8";186;150;1613850.0;1042632.66
8122;"TRV-MAA";"TRV";"MAA";"2026-10-18";160;"Airbus A320neo";186;184;1541736.0;1278621.37
8123;"GOI-DEL";"GOI";"DEL";"2026-03-07";176;"Boeing 787-8";256;210;2022720.0;1771552.77
8124;"MAA-BOM";"MAA";"BOM";"2023-05-05";178;"Boeing 787-8";256;159;1249581.0;995315.26
8125;"JAI-DEL";"JAI";"DEL";"2023-11-12";73;"Airbus A320neo";186;127;406908.0;335394.57
8126;"BLR-HYD";"BLR";"HYD";"2023-05-12";194;"Airbus A320neo";186;155;1726545.0;1356788.65
8127;"IXB-CCU";"IXB";"CCU";"2022-08-20";177;"ATR 72";78;73;646342.0;578054.52
8128;"DEL-BLR";"DEL";"BLR";"2026-03-06";54;"Airbus A321";220;183;1528782.0;1020607.18
8129;"IXB-CCU";"IXB";"CCU";"2026-02-16";97;"ATR 72";78;49;451143.0;256823.91
8130;"DEL-BLR";"DEL";"BLR";"2022-03-30";203;"Airbus A321";220;141;1441020.0;952381.8
8131;"MAA-BOM";"MAA";"BOM";"2023-12-28";156;"Airbus A320neo";186;185;2082175.0;1268301.29
8132;"MAA-BOM";"MAA";"BOM";"2025-09-24";238;"Boeing 787-8";256;236;649000.0;382266.42
8133;"COK-BLR";"COK";"BLR";"2026-08-18";136;"Airbus A320";180;128;452096.0;276657.12
8134;"AMD-BOM";"AMD";"BOM";"2023-02-02";155;"Airbus A321";220;155;1324940.0;1072101.97
8135;"COK-BLR";"COK";"BLR";"2025-10-13";191;"Airbus A320";180;154;1822282.0;1503022.06
8136;"BOM-DEL";"BOM";"DEL";"2023-05-19";115;"Boeing 737 MAX 8";186;178;1078502.0;936872.6
8137;"JAI-DEL";"JAI";"DEL";"2022-09-17";90;"Boeing 787-8";256;140;1420160.0;788862.59
8138;"JAI-DEL";"JAI";"DEL";"2024-02-14";219;"Boeing 737-800";189;113;1088303.0;932297.84
8139;"BOM-DEL";"BOM";"DEL";"2022-10-04";159;"Boeing 737-800";189;134;547256.0;341324.81
8140;"DEL-BLR";"DEL";"BLR";"2024-05-29";140;"Boeing 787-8";256;166;689564.0;512479.93
8141;"CCU-DEL";"CCU";"DEL";"2023-08-18";199;"Airbus A320neo";186;169;1582854.0;1200163.37
8142;"AMD-BOM";"AMD";"BOM";"2024-02-18";103;"Airbus A321";220;184;1612024.0;1264464.83
8143;"LKO-BOM";"LKO";"BOM";"2024-07-01";53;"Airbus A320";180;177;1162182.0;866631.86
8144;"MAA-BOM";"MAA";"BOM";"2025-10-14";106;"Airbus A320neo";186;133;718466.0;607827.35
8145;"AMD-BOM";"AMD";"BOM";"2022-01-19";102;"Airbus A320";180;113;880270.0;490425.64
8146;"NAG-BOM";"NAG";"BOM";"2024-04-25";211;"Airbus A321";220;135;1122930.0;760809.28
8147;"IXC-DEL";"IXC";"DEL";"2025-04-17";119;"Boeing 737-800";189;112;922768.0;777778.84
8148;"GOI-DEL";"GOI";"DEL";"2024-01-29";59;"Boeing 787-8";256;221;2059278.0;1240537.77
8149;"PNQ-HYD";"PNQ";"HYD";"2025-11-17";66;"Airbus A320";180;140;1433180.0;1054164.31
8150;"LKO-BOM";"LKO";"BOM";"2026-02-02";229;"Airbus A321";220;187;482273.0;384514.14
8151;"BOM-DEL";"BOM";"DEL";"2024-01-20";151;"Boeing 737 MAX 8";186;146;1223042.0;873940.63
8152;"AMD-BOM";"AMD";"BOM";"2025-10-28";76;"Boeing 737-800";189;150;1677000.0;1117630.66
8153;"BLR-HYD";"BLR";"HYD";"2022-05-06";145;"Airbus A320";180;144;1171152.0;644934.0
8154;"BLR-HYD";"BLR";"HYD";"2023-08-06";108;"Airbus A321";220;154;663894.0;591563.68
8155;"PNQ-HYD";"PNQ";"HYD";"2022-04-04";232;"Boeing 737-800";189;131;915690.0;677700.4
8156;"BLR-HYD";"BLR";"HYD";"2022-03-17";72;"ATR 72";78;78;284622.0;255856.91
